genus	hgt_candidate	method	RAAU_cluster	blast_algorithm_type	blast_HGT_score	blast_hgt_taxonomy_level	blast_acceptor_lineage_at_hgt_taxonomy_level	blast_acceptor_lca_level	blast_acceptor_best_nonself_match_id	blast_acceptor_max_pident	blast_acceptor_max_bitscore	blast_acceptor_min_evalue	blast_acceptor_num_matches_at_lineage	blast_donor_num_matches_at_lineage	blast_total_num_matches	blast_donor_lineage_at_hgt_taxonomy_level	blast_donor_best_match_full_lineage	blast_donor_best_match_id	blast_donor_best_match_pident	blast_donor_max_bitscore	blast_donor_min_evalue	blast_alien_index	blast_hgt_index	blast_donor_distribution_index	blast_entropy	blast_entropy_normalized	blast_gini	blast_acceptor_sum_bitscore_per_group_01	blast_donor_sum_bitscore_per_group_01	blast_ahs_01_index	blast_transfer_index	blast_transfer_index_p_value	blast_transfer_index_adjusted_p_value	kofamscan_ko	kofamscan_threshold	kofamscan_score	kofamscan_evalue	kofamscan_ko_definition	hmmscan_domain_name	hmmscan_description	hmmscan_sequence_evalue	hmmscan_sequence_score	hmmscan_sequence_bias	hmmscan_best_domain_evalue	hmmscan_best_domain_score	pangenome_num_genes_in_cluster	pangenome_size	gff_seqid	gff_source	gff_feature	gff_start	gff_end	gff_score	gff_strand	gff_frame	gff_attribute	gff_seqid_length	gff_Dbxref	gff_end_range	gff_gbkey	gff_go_component	gff_go_function	gff_go_process	gff_ID	gff_locus_tag	gff_Name	gff_Note	gff_Ontology_term	gff_orig_transcript_id	gff_Parent	gff_partial	gff_product	gff_protein_id	gff_start_range	gff_frame_tally	gff_gene	gff_pseudo	gff_orig_protein_id	gff_transl_table	gff_exception
Pleurotus	MU154654.1_cds_KAF9489939.1_12601_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	species	XP_036629851.1	72.4	39.9	1.91e-4	2	2	4	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5219508.1	81.9	288	3.08e-79	172.21605561962647	151.32662397072278	1	1	0.3562071871080222	0.2857142857142857	0.2760416666666667	1.1770833333333333	0.9010416666666664	NA	NA	NA	K11781	477.8	10	0.024	5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147]	VOG30621	REFSEQ hypothetical protein	0.09	14	0.2	0.2	12.9	2	10	MU154654.1	Genbank	CDS	29445	29505	.	-	0	ID=cds-KAF9489939.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435033;Dbxref=JGIDB:Pleery1_1435033,NCBI_GP:KAF9489939.1;Name=KAF9489939.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435033;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435033;product=hypothetical protein;protein_id=KAF9489939.1	96747	JGIDB:Pleery1_1435033,NCBI_GP:KAF9489939.1	NA	CDS	NA	NA	NA	cds-KAF9489939.1	BDN71DRAFT_1435033	KAF9489939.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435033	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435033	NA	hypothetical protein	KAF9489939.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	MU154655.1_cds_KAF9489934.1_12662_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	species	KAG9225351.1	90.1	139	2.92e-34	1	1	2	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5219566.1	98.9	199	2.2899999999999998e-52	41.689563472606864	35.50295857988166	1	1	0.3562071871080222	0.2857142857142857	0.6984924623115578	1	0.3015075376884422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	MU154655.1	Genbank	CDS	95343	95445	.	+	0	ID=cds-KAF9489934.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511727;Dbxref=JGIDB:Pleery1_1511727,NCBI_GP:KAF9489934.1;Name=KAF9489934.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1511727;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511727;product=hypothetical protein;protein_id=KAF9489934.1	96304	JGIDB:Pleery1_1511727,NCBI_GP:KAF9489934.1	NA	CDS	NA	NA	NA	cds-KAF9489934.1	BDN71DRAFT_1511727	KAF9489934.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511727	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1511727	NA	hypothetical protein	KAF9489934.1	NA	4	NA	NA	NA	NA	NA
Pleurotus	MU154661.1_cds_KAF9489759.1_12805_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	species	KAF9494036.1	50.9	239	2.7300000000000002e-64	1	1	2	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220804.1	93.6	491	5.26e-140	174.34063764999473	69.04109589041096	1	1	0.3562071871080222	0.2857142857142857	0.48676171079429736	1	0.5132382892057026	NA	NA	NA	K02910	29.73	12.4	0.0094	large subunit ribosomal protein L31e	NA	NA	NA	NA	NA	NA	NA	1	10	MU154661.1	Genbank	CDS	51575	51965	.	-	0	ID=cds-KAF9489759.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435174;Dbxref=JGIDB:Pleery1_1435174,NCBI_GP:KAF9489759.1;Name=KAF9489759.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435174;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435174;product=hypothetical protein;protein_id=KAF9489759.1	88814	JGIDB:Pleery1_1435174,NCBI_GP:KAF9489759.1	NA	CDS	NA	NA	NA	cds-KAF9489759.1	BDN71DRAFT_1435174	KAF9489759.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435174	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435174	NA	hypothetical protein	KAF9489759.1	NA	4	NA	NA	NA	NA	NA
Pleurotus	MU154661.1_cds_KAF9489760.1_12806_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	class	KAG9225266.1	51.3	698	3.46e-203	47	2	49	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5220805.1	88.6	704	2.29e-204	0.00322505418802165	0.8559201141226819	1	0.2460225782203316	0.08763501055292768	0.15451895043731767	17.38835227272727	1.4971590909090908	-15.89119318181818	NA	NA	NA	K15255	120.7	67.2	7.2e-20	ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]	VOG00111	REFSEQ hypothetical protein	8.3e-18	65.3	0.1	5.4e-11	42.8	1	10	MU154661.1	Genbank	CDS	52430	52573	.	+	0	ID=cds-KAF9489760.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435175;Dbxref=JGIDB:Pleery1_1435175,NCBI_GP:KAF9489760.1;Name=KAF9489760.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435175;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435175;product=hypothetical protein;protein_id=KAF9489760.1	88814	JGIDB:Pleery1_1435175,NCBI_GP:KAF9489760.1	NA	CDS	NA	NA	NA	cds-KAF9489760.1	BDN71DRAFT_1435175	KAF9489760.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435175	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435175	NA	hypothetical protein	KAF9489760.1	NA	14	NA	NA	NA	NA	NA
Pleurotus	MU154663.1_cds_KAF9489671.1_12847_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	genus	KAF4579409.1	94.3	320	8.029999999999999e-89	6	3	9	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5222579.1	90.2	395	1.799999999999999e-111	52.152269908925575	20.97902097902098	1	0.9182958340544896	0.3271035759815648	0.23809523809523803	3.061012658227848	2.3341772151898734	-0.7268354430379746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	MU154663.1	Genbank	CDS	78	265	.	+	0	ID=cds-KAF9489671.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA284849;Dbxref=JGIDB:Pleery1_284849,NCBI_GP:KAF9489671.1;Name=KAF9489671.1;gbkey=CDS;locus_tag=BDN71DRAFT_284849;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA284849;product=hypothetical protein;protein_id=KAF9489671.1	86538	JGIDB:Pleery1_284849,NCBI_GP:KAF9489671.1	NA	CDS	NA	NA	NA	cds-KAF9489671.1	BDN71DRAFT_284849	KAF9489671.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA284849	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA284849	NA	hypothetical protein	KAF9489671.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154665.1_cds_KAF9489623.1_12952_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	genus	XP_036628637.1	84.3	647	2.7999999999999997e-187	3	1	4	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5220728.1	95.1	744	6.369999999999998e-217	30.963225626103792	13.946800862688711	1	0.8112781244591328	0.28898309867585964	0.2142857142857143	1.5564516129032258	1	-0.5564516129032258	NA	NA	NA	K23962	544.6	11.2	0.0086	band 4.1-like protein 4A	NA	NA	NA	NA	NA	NA	NA	1	10	MU154665.1	Genbank	CDS	74843	74881	.	-	0	ID=cds-KAF9489623.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1455856;Dbxref=JGIDB:Pleery1_1455856,NCBI_GP:KAF9489623.1;Name=KAF9489623.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1455856;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1455856;product=hypothetical protein;protein_id=KAF9489623.1	85906	JGIDB:Pleery1_1455856,NCBI_GP:KAF9489623.1	NA	CDS	NA	NA	NA	cds-KAF9489623.1	BDN71DRAFT_1455856	KAF9489623.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1455856	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1455856	NA	hypothetical protein	KAF9489623.1	NA	3	NA	NA	NA	NA	NA
Pleurotus	MU154667.1_cds_KAF9489560.1_13016_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	species	KAF9502212.1	92	209	1.5199999999999995e-55	1	1	2	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5222645.1	94.2	303	5.11e-84	65.5624786274699	36.71875	1	1	0.3562071871080222	0.2857142857142857	0.6897689768976898	1	0.3102310231023102	NA	NA	NA	NA	NA	NA	NA	NA	VOG10839	REFSEQ hypothetical protein	1.4	9.8	3.4	12	6.9	2	10	MU154667.1	Genbank	CDS	82002	82289	.	-	0	ID=cds-KAF9489560.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512031;Dbxref=JGIDB:Pleery1_1512031,NCBI_GP:KAF9489560.1;Name=KAF9489560.1;Note=expressed protein;gbkey=CDS;locus_tag=BDN71DRAFT_1512031;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512031;product=hypothetical protein;protein_id=KAF9489560.1	84094	JGIDB:Pleery1_1512031,NCBI_GP:KAF9489560.1	NA	CDS	NA	NA	NA	cds-KAF9489560.1	BDN71DRAFT_1512031	KAF9489560.1	expressed protein	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512031	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512031	NA	hypothetical protein	KAF9489560.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154668.1_cds_KAF9489518.1_13029_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	species	KAF4579537.1	60.5	264	5.49e-72	1	1	2	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5219493.1	76.3	298	3.18e-82	23.571897988669832	12.099644128113878	1	1	0.3562071871080222	0.2857142857142857	0.8859060402684564	1	0.11409395973154356	NA	NA	NA	NA	NA	NA	NA	NA	VOG03794	REFSEQ hypothetical protein	0.028	15.5	0	0.041	14.9	1	10	MU154668.1	Genbank	CDS	33276	33280	.	-	0	ID=cds-KAF9489518.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512041;Dbxref=JGIDB:Pleery1_1512041,NCBI_GP:KAF9489518.1;Name=KAF9489518.1;gbkey=CDS;locus_tag=BDN71DRAFT_1512041;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512041;product=hypothetical protein;protein_id=KAF9489518.1	83945	JGIDB:Pleery1_1512041,NCBI_GP:KAF9489518.1	NA	CDS	NA	NA	NA	cds-KAF9489518.1	BDN71DRAFT_1512041	KAF9489518.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512041	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512041	NA	hypothetical protein	KAF9489518.1	NA	5	NA	NA	NA	NA	NA
Pleurotus	MU154675.1_cds_KAF9489323.1_13228_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	species	KAF9488755.1	74.4	204	1.43e-53	1	1	3	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF9486949.1	72	421	1.6399999999999985e-119	151.83359434004274	69.44	0.8	1.584962500721156	0.5645750340535796	0.4285714285714286	0.4668192219679634	0.9633867276887872	0.4965675057208238	NA	NA	NA	NA	NA	NA	NA	NA	VOG36415	REFSEQ hypothetical protein	0.25	12.7	0.1	0.49	11.7	1	10	MU154675.1	Genbank	CDS	34013	34468	.	+	0	ID=cds-KAF9489323.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470;Dbxref=JGIDB:Pleery1_1435470,NCBI_GP:KAF9489323.1;Name=KAF9489323.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435470;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470;product=hypothetical protein;protein_id=KAF9489323.1	80976	JGIDB:Pleery1_1435470,NCBI_GP:KAF9489323.1	NA	CDS	NA	NA	NA	cds-KAF9489323.1	BDN71DRAFT_1435470	KAF9489323.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470	NA	hypothetical protein	KAF9489323.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154675.1_cds_KAF9489323.1_13228_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	species	KAF9488755.1	74.4	204	1.43e-53	1	1	3	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5219734.1	79.9	437	6.11e-124	162.03128927366555	72.69890795631825	0.8	1.584962500721156	0.5645750340535796	0.4285714285714286	0.4668192219679634	1	0.5331807780320366	NA	NA	NA	NA	NA	NA	NA	NA	VOG36415	REFSEQ hypothetical protein	0.25	12.7	0.1	0.49	11.7	1	10	MU154675.1	Genbank	CDS	34013	34468	.	+	0	ID=cds-KAF9489323.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470;Dbxref=JGIDB:Pleery1_1435470,NCBI_GP:KAF9489323.1;Name=KAF9489323.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435470;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470;product=hypothetical protein;protein_id=KAF9489323.1	80976	JGIDB:Pleery1_1435470,NCBI_GP:KAF9489323.1	NA	CDS	NA	NA	NA	cds-KAF9489323.1	BDN71DRAFT_1435470	KAF9489323.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435470	NA	hypothetical protein	KAF9489323.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154681.1_cds_KAF9489153.1_13409_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	species	KAF9488816.1	70.8	528	9.679999999999991e-152	2	1	3	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAG5223269.1	67.7	799	2.009999999999997e-233	112.79414636500267	40.844009042954035	1	0.9182958340544896	0.3271035759815648	0.23809523809523803	0.8886107634543179	1	0.11138923654568211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	MU154681.1	Genbank	CDS	64447	65076	.	+	0	ID=cds-KAF9489153.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512407;Dbxref=JGIDB:Pleery1_1512407,NCBI_GP:KAF9489153.1;Name=KAF9489153.1;gbkey=CDS;locus_tag=BDN71DRAFT_1512407;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512407;product=hypothetical protein;protein_id=KAF9489153.1	78088	JGIDB:Pleery1_1512407,NCBI_GP:KAF9489153.1	NA	CDS	NA	NA	NA	cds-KAF9489153.1	BDN71DRAFT_1512407	KAF9489153.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512407	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1512407	NA	hypothetical protein	KAF9489153.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	MU154689.1_cds_KAF9488963.1_13601_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	genus	KAG9224318.1	73.2	261	3.74e-71	2	2	4	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5222555.1	73.2	267	7.120000000000001e-73	3.961348071990642	2.272727272727273	1	1	0.3562071871080222	0.2857142857142857	1.794007490636704	1.2917602996254682	-0.5022471910112358	NA	NA	NA	K09250	109.77	24.5	2.3e-6	cellular nucleic acid-binding protein	VOG11329	REFSEQ hypothetical protein	0.47	11.3	3.1	0.6	10.9	1	10	MU154689.1	Genbank	CDS	47906	48334	.	+	0	ID=cds-KAF9488963.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1402450;Dbxref=JGIDB:Pleery1_1402450,NCBI_GP:KAF9488963.1;Name=KAF9488963.1;gbkey=CDS;locus_tag=BDN71DRAFT_1402450;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1402450;partial=true;product=hypothetical protein;protein_id=KAF9488963.1;start_range=.,47906	72689	JGIDB:Pleery1_1402450,NCBI_GP:KAF9488963.1	NA	CDS	NA	NA	NA	cds-KAF9488963.1	BDN71DRAFT_1402450	KAF9488963.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1402450	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1402450	TRUE	hypothetical protein	KAF9488963.1	0.47906	1	NA	NA	NA	NA	NA
Pleurotus	MU154695.1_cds_KAF9488818.1_13733_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAG1758312.1	34.6	175	1.15e-45	11	1	12	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5223270.1	66.3	539	3.99e-155	252.0403309408184	101.96078431372548	1	0.41381685030363374	0.14740453622455887	0.16666666666666663	3.1818181818181817	1	-2.1818181818181817	NA	NA	NA	K16487	92.9	11	0.011	spindle assembly abnormal protein 6	VOG00462	sp|Q38424|ALT_BPT2 NAD(+)--arginine ADP-ribosyltransferase	0.07	12.7	1.7	0.092	12.3	1	10	MU154695.1	Genbank	CDS	38422	38533	.	-	0	ID=cds-KAF9488818.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1533585;Dbxref=JGIDB:Pleery1_1533585,NCBI_GP:KAF9488818.1;Name=KAF9488818.1;gbkey=CDS;locus_tag=BDN71DRAFT_1533585;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1533585;product=hypothetical protein;protein_id=KAF9488818.1	68651	JGIDB:Pleery1_1533585,NCBI_GP:KAF9488818.1	NA	CDS	NA	NA	NA	cds-KAF9488818.1	BDN71DRAFT_1533585	KAF9488818.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1533585	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1533585	NA	hypothetical protein	KAF9488818.1	NA	6	NA	NA	NA	NA	NA
Pleurotus	MU154698.1_cds_KAF9488755.1_13783_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	species	KAF9489323.1	74.4	204	1.25e-53	1	1	3	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	KAF9486949.1	78.8	238	2.3200000000000002e-64	24.71001238857049	15.384615384615383	0.8	1.584962500721156	0.5645750340535796	0.4285714285714286	0.8571428571428571	1	0.1428571428571429	NA	NA	NA	K06303	101.57	11.8	0.015	spore germination protein PE	NA	NA	NA	NA	NA	NA	NA	2	10	MU154698.1	Genbank	CDS	1333	1356	.	+	0	ID=cds-KAF9488755.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435888;Dbxref=JGIDB:Pleery1_1435888,NCBI_GP:KAF9488755.1;Name=KAF9488755.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435888;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435888;product=hypothetical protein;protein_id=KAF9488755.1	67255	JGIDB:Pleery1_1435888,NCBI_GP:KAF9488755.1	NA	CDS	NA	NA	NA	cds-KAF9488755.1	BDN71DRAFT_1435888	KAF9488755.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435888	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435888	NA	hypothetical protein	KAF9488755.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154698.1_cds_KAF9488763.1_13791_1	blast	NA	kingdom	1 possible HGT	kingdom	Fungi	genus	KAF9493176.1	71.4	360	1.63e-100	6	1	7	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5223238.1	71.5	374	6.18e-105	10.180187208319325	3.8147138964577656	1	0.5916727785823275	0.21075809614719848	0.1836734693877552	3.5882352941176467	1	-2.5882352941176467	NA	NA	NA	K10882	283.93	18.3	5.7e-5	crossover junction endonuclease EME1 [EC:3.1.22.-]	VOG00235	sp|Q5UQC9|UBC1_MIMIV Probable ubiquitin-conjugating enzyme E2 L460	0.36	12.2	7	0.55	11.6	1	10	MU154698.1	Genbank	CDS	32400	32874	.	+	0	ID=cds-KAF9488763.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435896;Dbxref=JGIDB:Pleery1_1435896,NCBI_GP:KAF9488763.1;Name=KAF9488763.1;gbkey=CDS;locus_tag=BDN71DRAFT_1435896;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435896;product=hypothetical protein;protein_id=KAF9488763.1	67255	JGIDB:Pleery1_1435896,NCBI_GP:KAF9488763.1	NA	CDS	NA	NA	NA	cds-KAF9488763.1	BDN71DRAFT_1435896	KAF9488763.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435896	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1435896	NA	hypothetical protein	KAF9488763.1	NA	2	NA	NA	NA	NA	NA
Pleurotus	MU154705.1_cds_KAF9488610.1_13938_1	blast	NA	kingdom	3 highly likely HGT	kingdom	Fungi	class	KAG9218828.1	58.8	416	8.03e-118	93	1	100	Other Eukaryota	Eukaryota;Other Eukaryota;unclassified Eukaryota phylum;unclassified Eukaryota class;unclassified Eukaryota order;unclassified Eukaryota family;unclassified Eukaryota genus;unclassified Eukaryota species	XP_036632982.1	95.6	718	1.47e-208	190.8951621387704	53.26278659611993	0.9666666666666666	0.4073407454009861	0.14509770111377027	0.1657142857142857	43.100278551532035	1	-42.100278551532035	NA	NA	NA	K07762	2114.2	46.9	6.8e-14	pappalysin-1 [EC:3.4.24.79]	VOG09888	REFSEQ hypothetical protein	0.0018	18	0	0.0031	17.2	1	10	MU154705.1	Genbank	CDS	20458	20534	.	+	0	ID=cds-KAF9488610.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1491135;Dbxref=InterPro:IPR008754,JGIDB:Pleery1_1491135,NCBI_GP:KAF9488610.1;Name=KAF9488610.1;gbkey=CDS;locus_tag=BDN71DRAFT_1491135;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1491135;product=zincin;protein_id=KAF9488610.1	62684	InterPro:IPR008754,JGIDB:Pleery1_1491135,NCBI_GP:KAF9488610.1	NA	CDS	NA	NA	NA	cds-KAF9488610.1	BDN71DRAFT_1491135	KAF9488610.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1491135	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1491135	NA	zincin	KAF9488610.1	NA	7	NA	NA	NA	NA	NA
Pleurotus	MU154706.1_cds_KAF9488599.1_13960_1	blast	NA	kingdom	2 likely HGT	kingdom	Fungi	genus	KAF9487608.1	57.9	475	1.69e-135	10	2	12	Viridiplantae	Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix suchowensis	KAG5221132.1	92.3	536	8.26e-154	42.16242070828895	12.067260138476756	1	0.6500224216483541	0.23154265837250496	0.19047619047619055	5.322761194029851	1.1861940298507463	-4.136567164179104	NA	NA	NA	K24755	260.37	32.8	2.6e-9	WD repeat-containing protein 76	VOG24954	REFSEQ hypothetical protein	5.5e-4	20.3	13.4	8.8e-4	19.6	1	10	MU154706.1	Genbank	CDS	22661	22879	.	+	0	ID=cds-KAF9488599.1;Parent=rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1436029;Dbxref=JGIDB:Pleery1_1436029,NCBI_GP:KAF9488599.1;Name=KAF9488599.1;gbkey=CDS;locus_tag=BDN71DRAFT_1436029;orig_transcript_id=gnl|WGS:JADNRH|BDN71DRAFT_mRNA1436029;product=hypothetical protein;protein_id=KAF9488599.1	62494	JGIDB:Pleery1_1436029,NCBI_GP:KAF9488599.1	NA	CDS	NA	NA	NA	cds-KAF9488599.1	BDN71DRAFT_1436029	KAF9488599.1	NA	NA	gnl|WGS:JADNRH|BDN71DRAFT_mRNA1436029	rna-gnl|WGS:JADNRH|BDN71DRAFT_mRNA1436029	NA	hypothetical protein	KAF9488599.1	NA	9	NA	NA	NA	NA	NA
